txMsgBitstream nrzI nrzQ modI modQ modOut deModI deModQ lpfI lpfQ sampledStreamI sampledStreamQ rxMsgToBitstream
1 -1 1 393 -2009 -1616 635088 3246544 -2.02146e+06 2.09075e+06 -2.08354e+06 2.09515e+06 1
1 -1 1 -423 -2000 -2423 -1024929 4846000 -2.04281e+06 2.09191e+06 -2.08354e+06 2.09515e+06 1
1 -1 1 -1163 -1683 -2846 -3309898 4789818 -2.05846e+06 2.09301e+06 -2.08354e+06 2.09515e+06 1
1 -1 1 -1731 -1083 -2814 -4871034 3047562 -2.0695e+06 2.09396e+06 -2.08354e+06 2.09515e+06 1
1 -1 1 -2025 -301 -2326 -4710150 700126 -2.07692e+06 2.09474e+06 -2.08354e+06 2.09515e+06 1
1 -1 1 -1980 517 -1463 -2896740 -756371 -2.08158e+06 2.09536e+06 -2.08354e+06 2.09515e+06 1
1 -1 1 -1627 1239 -388 -631276 -480732 -2.08422e+06 2.09583e+06 -2.08354e+06 2.09515e+06 1
1 -1 1 -1003 1782 779 781337 1388178 -2.08548e+06 2.09618e+06 -2.08354e+06 2.09515e+06 1
1 -1 1 -237 2030 1793 424941 3639790 -2.08587e+06 2.09641e+06 -2.08354e+06 2.09515e+06 1
1 -1 1 580 1963 2543 -1474940 4991909 -2.08577e+06 2.09651e+06 -2.08354e+06 2.09515e+06 1
1 -1 1 1293 1588 2881 -3725133 4575028 -2.08542e+06 2.09646e+06 -2.08354e+06 2.09515e+06 1
1 -1 1 1812 947 2759 -4999308 2612773 -2.08497e+06 2.09629e+06 -2.08354e+06 2.09515e+06 1
1 -1 1 2041 140 2181 -4451421 305340 -2.08452e+06 2.09602e+06 -2.08354e+06 2.09515e+06 1
1 -1 1 1935 -654 1281 -2478735 -837774 -2.08411e+06 2.09572e+06 -2.08354e+06 2.09515e+06 1
1 -1 1 1524 -1363 161 -245364 -219443 -2.08378e+06 2.09542e+06 -2.08354e+06 2.09515e+06 1
1 -1 1 860 -1856 -996 856560 1848576 -2.08354e+06 2.09515e+06 -2.08354e+06 2.09515e+06 1
1 -1 1 78 -2044 -1966 153348 4018504 -2.08335e+06 2.09488e+06 -2.08354e+06 2.09515e+06 1
1 -1 1 -712 -1915 -2627 -1870424 5030705 -2.0832e+06 2.09463e+06 -2.08354e+06 2.09515e+06 1

67108 640000 320000 62
M
